profID,layer_thickness,density_combined,wl_index,wl_thickness,layers_above_wl,layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust,datetime,slopeangle,RB_score,RB_releasetype,RB_height_obs,RB_class,localNowcast,approximate_critical_loads,density_above_wl,snow_profiles,RB_class,region,nbr_layers,layers_above_wl,density_above_wl
76510,"[35.0, 33.0, 2.0, 20.0, 38.0, 2.0, 27.0]","[250.0, 227.0, 280.0, 137.0, 104.0, 120.0, 81.0]",5,2.0,[27.0],"[35.0, 68.0, 70.0, 90.0, 128.0, 130.0, 157.0]","[0.0, 35.0, 68.0, 70.0, 90.0, 128.0, 130.0]","[3.0, 2.5, 3.5, 2.0, 1.5, 1.0, 1.0]","[4, 4, 7, 2, 1, 0, 1]","[4, 4, 7, 2, 2, 0, 1]","[1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0]","[1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 2.0]","[0, 0, 0, 0, 0, 0, 0]",2011-12-20 13:05,38.0,2,2.0,130.0,1.0,3.0,80.0,[81.0],"[(81.0, 270.0)]",1.0,2,1,[27.0],[81.0]
76638,"[37.0, 4.0, 17.0, 5.0, 20.0, 17.0, 40.0, 40.0, 40.0, 36.0, 4.0]","[202.0738495144293, 312.0, 272.9777961056527, 312.0, 272.9777961056527, 167.40359922257957, 202.0738495144293, 167.40359922257957, 167.40359922257957, 141.8825, 101.0]",9,36.0,[4.0],"[37.0, 41.0, 58.0, 63.0, 83.0, 100.0, 140.0, 180.0, 220.0, 256.0, 260.0]","[0.0, 37.0, 41.0, 58.0, 63.0, 83.0, 100.0, 140.0, 180.0, 220.0, 256.0]","[3.0, 4.0, 4.0, 4.0, 4.0, 2.0, 3.0, 2.0, 2.0, 1.0, 1.0]","[3, 7, 3, 7, 3, 3, 3, 3, 3, 3, 2]","[3, 7, 3, 7, 3, 3, 3, 3, 3, 2, 2]","[0.5, 0.75, 0.2, 1.0, 0.5, 0.5, 0.7, 0.5, 0.5, 0.5, 0.5]","[0.5, 0.75, 0.5, 1.0, 0.5, 0.5, 0.7, 0.5, 0.5, 0.5, 0.5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2012-01-10 09:30,25.0,3,1.0,256.0,1.0,3.0,100.9123351677189,[101.0],"[(101.0, 40.0)]",1.0,2,1,[4.0],[101.0]
76639,"[23.0, 2.0, 14.0, 26.0, 4.0, 16.0, 10.0, 28.0, 1.0]","[227.0, 292.25, 238.01846237860732, 214.05538713582197, 292.25, 214.05538713582197, 238.01846237860732, 176.55269941693467, 141.8825]",5,16.0,"[10.0, 28.0, 1.0]","[23.0, 25.0, 39.0, 65.0, 69.0, 85.0, 95.0, 123.0, 124.0]","[0.0, 23.0, 25.0, 39.0, 65.0, 69.0, 85.0, 95.0, 123.0]","[2.5, 4.0, 3.0, 3.0, 4.0, 3.0, 3.0, 2.0, 1.0]","[4, 7, 4, 3, 7, 3, 4, 3, 3]","[4, 7, 3, 4, 7, 4, 3, 4, 2]","[1.5, 1.5, 1.0, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5]","[1.5, 2.0, 1.0, 1.0, 2.0, 0.5, 1.0, 2.0, 1.0]","[0, 1, 0, 0, 1, 0, 0, 0, 0]",2012-01-10 09:30,35.0,3,1.0,85.0,1.0,3.0,100.9123351677189,"[238.01846237860732, 176.55269941693467, 141.8825]","[(238.01846237860732, 100.0), (176.55269941693467, 280.0), (141.8825, 10.0)]",1.0,2,3,"[10.0, 28.0, 1.0]","[238.01846237860732, 176.55269941693467, 141.8825]"
76750,"[20.0, 25.0, 23.0, 61.0, 29.0, 12.0, 2.0]","[252.5, 296.6875, 232.125, 268.25, 225.25, 160.75, 217.0]",3,61.0,"[29.0, 12.0, 2.0]","[20.0, 45.0, 68.0, 129.0, 158.0, 170.0, 172.0]","[0.0, 20.0, 45.0, 68.0, 129.0, 158.0, 170.0]","[3.0, 5.0, 2.5, 4.0, 3.0, 1.5, 3.0]","[4, 7, 4, 9, 9, 9, 9]","[5, 5, 5, 4, 4, 4, 9]","[1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 0.2]","[2.0, 4.0, 3.0, 1.0, 1.0, 1.5, 0.5]","[0, 1, 0, 0, 0, 0, 0]",2012-01-18 11:30,35.0,6,3.0,129.0,3.0,1.0,439.4377420686678,"[225.25, 160.75, 217.0]","[(225.25, 290.0), (160.75, 120.0), (217.0, 20.0)]",3.0,2,3,"[29.0, 12.0, 2.0]","[225.25, 160.75, 217.0]"
76778,"[75.0, 40.0, 8.0, 18.5, 0.5, 19.0, 13.0, 25.5, 0.5]","[278.73334707923954, 202.0738495144293, 173.1008998056449, 204.0, 292.25, 174.55248685625125, 144.6008998056449, 101.0, 207.5]",5,19.0,"[13.0, 25.5, 0.5]","[75.0, 115.0, 123.0, 141.5, 142.0, 161.0, 174.0, 199.5, 200.0]","[0.0, 75.0, 115.0, 123.0, 141.5, 142.0, 161.0, 174.0, 199.5]","[4.0, 3.0, 2.0, 2.0, 4.0, 2.5, 2.0, 1.0, 3.0]","[3, 3, 9, 4, 7, 3, 2, 2, 0]","[4, 3, 3, 4, 7, 2, 3, 2, 7]","[0.25, 0.25, 0.25, 0.5, 1.0, 0.25, 0.25, 1.0, 2.0]","[0.75, 0.25, 0.75, 0.75, 2.0, 1.0, 1.0, 2.0, 3.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0]",2012-01-25 11:00,37.0,3,1.0,161.0,1.0,3.0,100.9123351677189,"[144.6008998056449, 101.0, 207.5]","[(144.6008998056449, 130.0), (101.0, 255.0), (207.5, 5.0)]",1.0,2,3,"[13.0, 25.5, 0.5]","[144.6008998056449, 101.0, 207.5]"
76779,"[1.0, 79.0, 37.0, 3.0, 10.0, 10.0, 29.0, 1.0, 29.0, 1.0]","[158.0, 273.0, 250.0, 156.1325, 181.06998247500167, 129.10395559732385, 101.0, 181.06998247500167, 81.0, 122.0]",7,1.0,"[29.0, 1.0]","[1.0, 80.0, 117.0, 120.0, 130.0, 140.0, 169.0, 170.0, 199.0, 200.0]","[0.0, 1.0, 80.0, 117.0, 120.0, 130.0, 140.0, 169.0, 170.0, 199.0]","[1.0, 3.5, 3.0, 1.0, 2.5, 1.5, 1.0, 2.5, 1.0, 2.0]","[4, 4, 4, 3, 3, 2, 2, 3, 1, 1]","[4, 4, 4, 4, 3, 3, 2, 3, 1, 2]","[2.0, 1.0, 1.0, 0.5, 0.2, 0.5, 1.0, 0.2, 1.0, 1.0]","[3.0, 2.0, 2.0, 1.0, 0.5, 1.0, 1.5, 0.5, 2.0, 2.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2012-01-25 15:00,36.0,2,2.0,180.0,1.0,3.0,80.0,"[81.0, 122.0]","[(81.0, 290.0), (122.0, 10.0)]",1.0,2,2,"[29.0, 1.0]","[81.0, 122.0]"
76865,"[7.0, 22.0, 24.0, 26.0, 21.0, 30.0, 63.0, 45.0, 10.0, 3.0, 15.0, 3.0]","[224.75, 205.80538713582197, 282.73334707923954, 282.73334707923954, 272.9777961056527, 202.0738495144293, 272.9777961056527, 181.06998247500167, 159.80269941693467, 292.25, 96.0, 86.0]",9,3.0,"[15.0, 3.0]","[7.0, 29.0, 53.0, 79.0, 100.0, 130.0, 193.0, 238.0, 248.0, 251.0, 266.0, 269.0]","[0.0, 7.0, 29.0, 53.0, 79.0, 100.0, 130.0, 193.0, 238.0, 248.0, 251.0, 266.0]","[3.0, 3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 2.5, 2.0, 4.0, 1.0, 1.0]","[9, 3, 3, 3, 3, 3, 3, 3, 3, 7, 2, 1]","[7, 9, 7, 7, 3, 3, 3, 3, 2, 7, 1, 2]","[1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.25, 0.5, 1.0, 1.0, 2.0, 2.0]","[1.5, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 1.0, 1.5, 2.0, 2.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2012-02-02 08:45,29.0,6,3.0,251.0,3.0,1.0,439.4377420686678,"[96.0, 86.0]","[(96.0, 150.0), (86.0, 30.0)]",3.0,2,2,"[15.0, 3.0]","[96.0, 86.0]"
76973,"[30.0, 14.0, 16.0, 27.0, 45.0, 3.0, 7.0, 2.0, 6.0, 2.0]","[204.0, 250.0, 175.0, 312.0, 167.40359922257957, 292.25, 158.0, 292.25, 141.8825, 81.0]",7,2.0,"[6.0, 2.0]","[30.0, 44.0, 60.0, 87.0, 132.0, 135.0, 142.0, 144.0, 150.0, 152.0]","[0.0, 30.0, 44.0, 60.0, 87.0, 132.0, 135.0, 142.0, 144.0, 150.0]","[2.0, 3.0, 2.0, 4.0, 2.0, 4.0, 1.0, 4.0, 1.0, 1.0]","[4, 4, 9, 7, 3, 7, 4, 7, 3, 1]","[4, 4, 9, 7, 3, 7, 4, 7, 2, 1]","[1.0, 1.0, 1.0, 1.5, 0.5, 1.5, 1.5, 1.5, 0.5, 1.5]","[1.5, 2.0, 1.0, 2.0, 1.0, 2.0, 3.0, 2.0, 1.0, 1.5]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",2012-02-16 09:50,36.0,2,1.0,144.0,1.0,3.0,80.0,"[141.8825, 81.0]","[(141.8825, 60.0), (81.0, 20.0)]",1.0,2,2,"[6.0, 2.0]","[141.8825, 81.0]"
76976,"[43.0, 35.0, 12.0, 40.0, 2.0]","[167.40359922257957, 204.0, 159.41582238929536, 167.40359922257957, 81.0]",1,35.0,"[12.0, 40.0, 2.0]","[43.0, 78.0, 90.0, 130.0, 132.0]","[0.0, 43.0, 78.0, 90.0, 130.0]","[2.0, 2.0, 1.5, 2.0, 1.0]","[3, 4, 3, 3, 1]","[3, 4, 3, 3, 1]","[0.5, 1.0, 0.5, 0.5, 1.5]","[1.0, 1.5, 0.5, 0.5, 2.0]","[0, 0, 0, 0, 0]",2012-02-17 11:15,36.0,1,1.0,78.0,1.0,3.0,0.0,"[159.41582238929536, 167.40359922257957, 81.0]","[(159.41582238929536, 120.0), (167.40359922257957, 400.0), (81.0, 20.0)]",1.0,2,3,"[12.0, 40.0, 2.0]","[159.41582238929536, 167.40359922257957, 81.0]"
77007,"[24.0, 49.0, 29.0, 6.0, 3.0, 1.0]","[217.0, 181.0, 194.8508998056449, 155.51, 292.25, 155.51]",3,6.0,"[3.0, 1.0]","[24.0, 73.0, 102.0, 108.0, 111.0, 112.0]","[0.0, 24.0, 73.0, 102.0, 108.0, 111.0]","[3.0, 1.5, 2.0, 1.0, 4.0, 1.0]","[9, 4, 4, 3, 7, 3]","[9, 4, 3, 3, 7, 3]","[0.5, 1.5, 1.0, 0.5, 1.5, 1.0]","[1.0, 2.0, 1.0, 1.0, 1.5, 1.0]","[0, 0, 0, 0, 1, 0]",2012-02-22 09:10,29.0,3,1.0,108.0,1.0,3.0,100.9123351677189,"[292.25, 155.51]","[(292.25, 30.0), (155.51, 10.0)]",1.0,2,2,"[3.0, 1.0]","[292.25, 155.51]"
77143,"[40.0, 35.0, 20.0, 41.0, 14.0, 20.0, 18.0]","[291.75, 257.5, 158.0, 158.0, 205.80538713582197, 114.6275, 86.0]",4,14.0,"[20.0, 18.0]","[40.0, 75.0, 95.0, 136.0, 150.0, 170.0, 188.0]","[0.0, 40.0, 75.0, 95.0, 136.0, 150.0, 170.0]","[4.0, 3.0, 1.0, 1.0, 3.0, 1.0, 1.0]","[5, 5, 4, 4, 3, 2, 1]","[7, 4, 4, 4, 9, 3, 2]","[4.0, 2.0, 2.0, 1.5, 0.25, 0.5, 2.0]","[4.0, 5.0, 2.0, 2.5, 1.0, 2.0, 3.0]","[0, 0, 0, 0, 0, 0, 0]",2012-03-07 09:00,36.0,2,1.0,150.0,1.0,3.0,80.0,"[114.6275, 86.0]","[(114.6275, 200.0), (86.0, 180.0)]",1.0,2,2,"[20.0, 18.0]","[114.6275, 86.0]"
77311,"[18.0, 17.0, 37.0, 12.0, 1.0, 7.0, 15.0, 1.0, 8.5, 0.5]","[260.0, 285.0, 247.5, 250.0, 210.0, 273.0, 181.0, 171.0, 158.0, 181.0]",-1,,"[18.0, 17.0, 37.0, 12.0, 1.0, 7.0, 15.0, 1.0, 8.5, 0.5]","[18.0, 35.0, 72.0, 84.0, 85.0, 92.0, 107.0, 108.0, 116.5, 117.0]","[0.0, 18.0, 35.0, 72.0, 84.0, 85.0, 92.0, 107.0, 108.0, 116.5]","[3.0, 4.0, 2.5, 3.0, 1.0, 3.5, 1.5, 1.0, 1.0, 1.5]","[5, 5, 5, 4, 5, 4, 4, 4, 4, 4]","[5, 5, 5, 4, 5, 4, 4, 5, 4, 4]","[2.0, 4.0, 2.0, 1.0, 2.0, 0.5, 1.0, 1.0, 0.5, 1.0]","[3.0, 4.0, 3.0, 2.0, 3.0, 1.0, 1.0, 1.5, 0.8, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2012-03-30 09:30,30.0,7,0.0,117.0,3.0,1.0,878.8754841373355,"[260.0, 285.0, 247.5, 250.0, 210.0, 273.0, 181.0, 171.0, 158.0, 181.0]","[(260.0, 180.0), (285.0, 170.0), (247.5, 370.0), (250.0, 120.0), (210.0, 10.0), (273.0, 70.0), (181.0, 150.0), (171.0, 10.0), (158.0, 85.0), (181.0, 5.0)]",3.0,2,10,"[18.0, 17.0, 37.0, 12.0, 1.0, 7.0, 15.0, 1.0, 8.5, 0.5]","[260.0, 285.0, 247.5, 250.0, 210.0, 273.0, 181.0, 171.0, 158.0, 181.0]"
77406,"[20.0, 55.0, 25.0, 5.0, 10.0, 10.0, 9.0]","[223.875, 184.0, 312.0, 202.0738495144293, 171.55269941693467, 202.0738495144293, 141.8825]",2,25.0,"[5.0, 10.0, 10.0, 9.0]","[20.0, 75.0, 100.0, 105.0, 115.0, 125.0, 134.0]","[0.0, 20.0, 75.0, 100.0, 105.0, 115.0, 125.0]","[2.5, 2.0, 4.0, 3.0, 2.0, 3.0, 1.0]","[7, 7, 7, 3, 3, 3, 3]","[5, 7, 7, 3, 7, 3, 2]","[2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 0.5]","[3.0, 2.0, 2.0, 1.0, 1.0, 1.0, 0.5]","[0, 0, 0, 0, 0, 0, 0]",2012-04-16 09:00,32.0,2,1.0,100.0,1.0,3.0,80.0,"[202.0738495144293, 171.55269941693467, 202.0738495144293, 141.8825]","[(202.0738495144293, 50.0), (171.55269941693467, 100.0), (202.0738495144293, 100.0), (141.8825, 90.0)]",1.0,2,4,"[5.0, 10.0, 10.0, 9.0]","[202.0738495144293, 171.55269941693467, 202.0738495144293, 141.8825]"
77612,"[20.0, 18.0, 2.0, 46.0, 24.0, 10.0, 20.0, 12.0, 13.0]","[217.0, 204.0, 292.25, 167.40359922257957, 167.40359922257957, 114.6275, 101.0, 101.0, 90.75]",5,10.0,"[20.0, 12.0, 13.0]","[20.0, 38.0, 40.0, 86.0, 110.0, 120.0, 140.0, 152.0, 165.0]","[0.0, 20.0, 38.0, 40.0, 86.0, 110.0, 120.0, 140.0, 152.0]","[3.0, 2.0, 3.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0]","[9, 4, 7, 3, 3, 2, 2, 2, 1]","[9, 4, 7, 3, 3, 3, 2, 2, 0]","[1.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0]","[0, 0, 1, 0, 0, 0, 0, 0, 0]",2012-12-05 12:00,30.0,3,1.0,120.0,1.0,3.0,100.9123351677189,"[101.0, 101.0, 90.75]","[(101.0, 200.0), (101.0, 120.0), (90.75, 130.0)]",1.0,2,3,"[20.0, 12.0, 13.0]","[101.0, 101.0, 90.75]"
77613,"[37.0, 28.0, 45.0, 19.0, 18.0, 13.0, 26.0, 16.0, 12.0]","[250.0, 250.0, 296.0, 278.73334707923954, 202.0738495144293, 167.40359922257957, 119.0, 101.0, 81.0]",5,13.0,"[26.0, 16.0, 12.0]","[37.0, 65.0, 110.0, 129.0, 147.0, 160.0, 186.0, 202.0, 214.0]","[0.0, 37.0, 65.0, 110.0, 129.0, 147.0, 160.0, 186.0, 202.0]","[3.0, 3.0, 4.0, 4.0, 3.0, 2.0, 1.5, 1.0, 1.0]","[4, 4, 4, 3, 3, 3, 2, 2, 1]","[4, 4, 4, 4, 3, 3, 2, 2, 1]","[1.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0]","[2.0, 1.0, 1.0, 1.0, 0.5, 0.5, 1.0, 1.0, 1.5]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",2012-12-05 11:00,31.0,2,2.0,160.0,1.0,3.0,80.0,"[119.0, 101.0, 81.0]","[(119.0, 260.0), (101.0, 160.0), (81.0, 120.0)]",1.0,2,3,"[26.0, 16.0, 12.0]","[119.0, 101.0, 81.0]"
77614,"[18.0, 3.0, 65.0, 10.0]","[175.0, 296.0, 101.0, 86.0]",0,18.0,"[3.0, 65.0, 10.0]","[18.0, 21.0, 86.0, 96.0]","[0.0, 18.0, 21.0, 86.0]","[2.0, 4.0, 1.0, 1.0]","[9, 4, 2, 1]","[9, 4, 2, 2]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 2.0, 2.0]","[0, 0, 0, 0]",2012-12-05 11:45,38.0,2,2.0,20.0,1.0,3.0,80.0,"[296.0, 101.0, 86.0]","[(296.0, 30.0), (101.0, 650.0), (86.0, 100.0)]",1.0,2,3,"[3.0, 65.0, 10.0]","[296.0, 101.0, 86.0]"
77621,"[28.0, 5.0, 9.0, 9.0, 27.0, 20.0, 17.0]","[184.0, 292.25, 204.0, 167.40359922257957, 155.51, 86.0, 81.0]",2,9.0,"[9.0, 27.0, 20.0, 17.0]","[28.0, 33.0, 42.0, 51.0, 78.0, 98.0, 115.0]","[0.0, 28.0, 33.0, 42.0, 51.0, 78.0, 98.0]","[2.0, 4.0, 2.0, 2.0, 1.0, 1.0, 1.0]","[7, 7, 4, 3, 3, 1, 1]","[7, 7, 4, 3, 3, 2, 1]","[1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 2.0]","[1.0, 1.0, 1.0, 0.5, 0.5, 1.0, 2.0]","[0, 1, 0, 0, 0, 0, 0]",2012-12-06 11:00,31.0,2,2.0,42.0,1.0,3.0,80.0,"[167.40359922257957, 155.51, 86.0, 81.0]","[(167.40359922257957, 90.0), (155.51, 270.0), (86.0, 200.0), (81.0, 170.0)]",1.0,2,4,"[9.0, 27.0, 20.0, 17.0]","[167.40359922257957, 155.51, 86.0, 81.0]"
77633,"[2.0, 8.0, 15.0, 23.0, 29.0, 38.0, 24.0, 15.0]","[197.0, 204.0, 326.42346393368337, 169.30269941693467, 161.51749561875042, 221.84391954305838, 119.0, 96.0]",5,38.0,"[24.0, 15.0]","[2.0, 10.0, 25.0, 48.0, 77.0, 115.0, 139.0, 154.0]","[0.0, 2.0, 10.0, 25.0, 48.0, 77.0, 115.0, 139.0]","[1.0, 2.0, 4.5, 2.0, 2.5, 3.5, 1.5, 1.0]","[5, 4, 3, 3, 2, 3, 2, 2]","[4, 4, 3, 9, 3, 2, 2, 1]","[2.0, 1.0, 0.2, 0.5, 0.5, 0.2, 0.5, 0.7]","[2.5, 1.5, 0.5, 1.0, 1.5, 0.5, 1.0, 1.5]","[0, 0, 0, 0, 0, 0, 0, 0]",2012-12-08 09:00,30.0,2,1.0,115.0,1.0,4.0,80.0,"[119.0, 96.0]","[(119.0, 240.0), (96.0, 150.0)]",1.0,2,2,"[24.0, 15.0]","[119.0, 96.0]"
77753,"[6.0, 8.0, 7.0, 34.0, 24.0, 5.0, 14.0, 2.0]","[281.6875, 204.0, 227.0, 202.0738495144293, 194.8508998056449, 283.9375, 181.06998247500167, 96.0]",4,24.0,"[5.0, 14.0, 2.0]","[6.0, 14.0, 21.0, 55.0, 79.0, 84.0, 98.0, 100.0]","[0.0, 6.0, 14.0, 21.0, 55.0, 79.0, 84.0, 98.0]","[3.0, 2.0, 2.5, 3.0, 2.0, 4.0, 2.5, 1.0]","[7, 4, 4, 3, 4, 7, 3, 2]","[4, 4, 4, 3, 3, 9, 3, 1]","[4.0, 2.5, 1.5, 0.25, 0.5, 1.0, 0.25, 1.0]","[5.0, 3.0, 2.0, 0.5, 0.75, 1.5, 0.5, 1.5]","[1, 0, 0, 0, 0, 1, 0, 0]",2012-12-18 11:00,36.0,3,1.0,79.0,1.0,3.0,100.9123351677189,"[283.9375, 181.06998247500167, 96.0]","[(283.9375, 50.0), (181.06998247500167, 140.0), (96.0, 20.0)]",1.0,2,3,"[5.0, 14.0, 2.0]","[283.9375, 181.06998247500167, 96.0]"
77768,"[5.0, 15.0, 68.0, 11.0, 23.0, 21.0, 1.0]","[191.375, 204.0, 273.0, 202.0738495144293, 159.41582238929536, 105.75, 90.75]",4,23.0,"[21.0, 1.0]","[5.0, 20.0, 88.0, 99.0, 122.0, 143.0, 144.0]","[0.0, 5.0, 20.0, 88.0, 99.0, 122.0, 143.0]","[1.5, 2.0, 3.5, 3.0, 1.5, 1.0, 1.0]","[4, 4, 4, 3, 3, 2, 1]","[5, 4, 4, 3, 3, 0, 0]","[1.5, 1.0, 0.5, 0.5, 0.25, 0.5, 1.0]","[2.0, 1.5, 1.0, 0.5, 0.5, 1.0, 2.0]","[0, 0, 0, 0, 0, 0, 0]",2012-12-19 15:00,34.0,2,2.0,122.0,1.0,3.0,80.0,"[105.75, 90.75]","[(105.75, 210.0), (90.75, 10.0)]",1.0,2,2,"[21.0, 1.0]","[105.75, 90.75]"
77794,"[66.0, 4.0, 37.0, 2.0, 1.0, 20.0, 20.0, 5.0]","[196.0, 204.0, 181.06998247500167, 167.40359922257957, 202.0738495144293, 149.3118667919715, 96.0, 144.6008998056449]",6,20.0,[5.0],"[161.0, 165.0, 202.0, 204.0, 205.0, 225.0, 245.0, 250.0]","[95.0, 161.0, 165.0, 202.0, 204.0, 205.0, 225.0, 245.0]","[2.5, 2.0, 2.5, 2.0, 3.0, 1.5, 1.0, 2.0]","[9, 4, 3, 3, 3, 3, 2, 2]","[9, 4, 3, 3, 3, 2, 1, 3]","[0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0]","[1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2012-12-23 14:45,35.0,2,2.0,245.0,1.0,3.0,80.0,[144.6008998056449],"[(144.6008998056449, 50.0)]",1.0,2,1,[5.0],[144.6008998056449]
78047,"[57.0, 37.0, 37.0, 5.0, 29.0, 1.0]","[272.9777961056527, 272.9777961056527, 202.0738495144293, 250.0, 155.51, 101.0]",3,5.0,"[29.0, 1.0]","[57.0, 94.0, 131.0, 136.0, 165.0, 166.0]","[0.0, 57.0, 94.0, 131.0, 136.0, 165.0]","[4.0, 4.0, 3.0, 3.0, 1.0, 1.0]","[3, 3, 3, 4, 3, 2]","[3, 3, 3, 4, 3, 2]","[0.2, 0.2, 0.2, 0.5, 0.5, 1.0]","[0.5, 0.5, 0.5, 1.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]",2013-01-17 10:00,33.0,3,1.0,136.0,1.0,3.0,100.9123351677189,"[155.51, 101.0]","[(155.51, 290.0), (101.0, 10.0)]",1.0,2,2,"[29.0, 1.0]","[155.51, 101.0]"
78167,"[15.0, 20.0, 30.0, 15.0, 30.0, 55.0, 15.0, 20.0]","[175.0, 217.0, 217.0, 205.80538713582197, 202.0738495144293, 272.9777961056527, 144.6008998056449, 101.0]",6,15.0,[20.0],"[15.0, 35.0, 65.0, 80.0, 110.0, 165.0, 180.0, 200.0]","[0.0, 15.0, 35.0, 65.0, 80.0, 110.0, 165.0, 180.0]","[2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 2.0, 1.0]","[9, 9, 9, 3, 3, 3, 2, 2]","[9, 9, 9, 9, 3, 3, 3, 2]","[1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 1.0]","[1.5, 1.5, 1.5, 1.5, 0.5, 0.5, 1.5, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2013-01-29 10:00,41.0,2,2.0,180.0,1.0,3.0,80.0,[101.0],"[(101.0, 200.0)]",1.0,2,1,[20.0],[101.0]
78183,"[5.0, 35.0, 10.0, 10.0, 32.0, 23.0, 5.5, 1.5, 32.5, 0.5, 8.0, 2.5, 1.5]","[286.75, 246.75, 171.125, 225.25, 264.25, 241.75, 174.25, 262.9375, 174.25, 440.0, 96.0, 114.6275, 294.4375]",10,8.0,"[2.5, 1.5]","[5.0, 40.0, 50.0, 60.0, 92.0, 115.0, 120.5, 122.0, 154.5, 155.0, 163.0, 165.5, 167.0]","[0.0, 5.0, 40.0, 50.0, 60.0, 92.0, 115.0, 120.5, 122.0, 154.5, 155.0, 163.0, 165.5]","[4.0, 3.5, 1.5, 3.0, 3.5, 3.0, 1.5, 2.0, 1.5, 6.0, 1.0, 1.0, 5.0]","[4, 9, 9, 9, 4, 4, 4, 7, 4, 8, 2, 2, 7]","[9, 4, 5, 4, 9, 9, 9, 9, 9, 8, 1, 3, 9]","[0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 1.0, 1.0, 0.5, nan, 1.0, 0.5, 1.0]","[1.0, 1.5, 3.0, 2.0, 1.0, 1.25, 1.5, 2.5, 1.25, nan, 3.0, 1.5, 2.5]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",2013-01-31 12:00,38.0,2,1.0,163.0,1.0,3.0,80.0,"[114.6275, 294.4375]","[(114.6275, 25.0), (294.4375, 15.0)]",1.0,2,2,"[2.5, 1.5]","[114.6275, 294.4375]"
78203,"[40.0, 5.0, 44.5, 0.5, 19.0, 1.0, 5.0, 2.0, 12.0]","[250.0, 290.2444490264132, 202.0738495144293, 140.0, 181.06998247500167, 232.12522605741117, 194.8508998056449, 292.25, 81.0]",3,0.5,"[19.0, 1.0, 5.0, 2.0, 12.0]","[40.0, 45.0, 89.5, 90.0, 109.0, 110.0, 115.0, 117.0, 129.0]","[0.0, 40.0, 45.0, 89.5, 90.0, 109.0, 110.0, 115.0, 117.0]","[3.0, 4.0, 3.0, 1.0, 2.5, 3.5, 2.0, 3.0, 1.0]","[4, 4, 3, 6, 3, 3, 4, 7, 1]","[4, 3, 3, 6, 3, 3, 3, 7, 1]","[2.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.5, 2.0, 2.0]","[2.5, 1.5, 0.8, 1.0, 8.0, 1.5, 1.0, 3.0, 2.5]","[0, 0, 0, 0, 0, 0, 0, 1, 0]",2013-02-01 08:00,33.0,3,1.0,90.0,1.0,3.0,100.9123351677189,"[181.06998247500167, 232.12522605741117, 194.8508998056449, 292.25, 81.0]","[(181.06998247500167, 190.0), (232.12522605741117, 10.0), (194.8508998056449, 50.0), (292.25, 20.0), (81.0, 120.0)]",1.0,2,5,"[19.0, 1.0, 5.0, 2.0, 12.0]","[181.06998247500167, 232.12522605741117, 194.8508998056449, 292.25, 81.0]"
