profID,layer_thickness,density_combined,wl_index,wl_thickness,layers_above_wl,layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust,datetime,slopeangle,RB_score,RB_releasetype,RB_height_obs,RB_class,localNowcast,approximate_critical_loads,density_above_wl,snow_profiles,RB_class,region,nbr_layers,layers_above_wl,density_above_wl
84001,"[10.0, 8.0, 4.0, 5.0, 14.0, 1.0, 6.0, 19.0, 3.0, 6.0, 0.5, 0.5]","[235.0, 272.875, 235.0, 241.75, 171.0, 270.1875, 174.55248685625125, 167.40359922257957, 86.0, 99.6275, 144.3118667919715, 109.25]",4,14.0,"[1.0, 6.0, 19.0, 3.0, 6.0, 0.5, 0.5]","[10.0, 18.0, 22.0, 27.0, 41.0, 42.0, 48.0, 67.0, 70.0, 76.0, 76.5, 77.0]","[0.0, 10.0, 18.0, 22.0, 27.0, 41.0, 42.0, 48.0, 67.0, 70.0, 76.0, 76.5]","[2.0, 3.5, 2.0, 3.0, 1.0, 2.0, 2.5, 2.0, 1.0, 1.0, 1.5, 1.5]","[5, 4, 5, 4, 4, 7, 3, 3, 1, 1, 3, 1]","[5, 5, 5, 9, 5, 4, 2, 3, 2, 3, 1, 6]","[2.0, 1.0, 2.0, 2.0, 2.0, 1.0, 0.5, 0.25, 1.0, 0.5, 0.5, 2.0]","[4.0, 3.0, 5.0, 4.0, 2.0, 2.0, 1.0, 0.5, 1.0, 2.0, 2.0, 5.0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2017-12-20 10:00,28.0,4,2.0,41.0,3.0,2.0,131.83132262060033,"[270.1875, 174.55248685625125, 167.40359922257957, 86.0, 99.6275, 144.3118667919715, 109.25]","[(270.1875, 10.0), (174.55248685625125, 60.0), (167.40359922257957, 190.0), (86.0, 30.0), (99.6275, 60.0), (144.3118667919715, 5.0), (109.25, 5.0)]",3.0,1,7,"[1.0, 6.0, 19.0, 3.0, 6.0, 0.5, 0.5]","[270.1875, 174.55248685625125, 167.40359922257957, 86.0, 99.6275, 144.3118667919715, 109.25]"
84014,"[15.0, 37.0, 8.0, 6.5, 0.5, 18.0, 16.0, 10.200000000000003, 0.5, 0.29999999999999716]","[133.0, 175.0, 154.0, 175.0, 292.25, 151.75, 167.40359922257957, 114.6275, 292.25, 90.75]",2,8.0,"[6.5, 0.5, 18.0, 16.0, 10.200000000000003, 0.5, 0.29999999999999716]","[15.0, 52.0, 60.0, 66.5, 67.0, 85.0, 101.0, 111.2, 111.7, 112.0]","[0.0, 15.0, 52.0, 60.0, 66.5, 67.0, 85.0, 101.0, 111.2, 111.7]","[1.0, 2.0, 1.5, 2.0, 4.0, 1.0, 2.0, 1.0, 2.0, 1.0]","[9, 9, 9, 9, 7, 4, 3, 2, 7, 1]","[9, 9, 9, 9, 7, 9, 3, 3, 7, 0]","[1.0, 1.0, 0.75, 0.5, 0.5, 0.5, 0.25, 0.5, 0.5, 1.0]","[2.0, 1.5, 1.5, 1.0, 0.5, 1.0, 0.5, 1.0, 0.5, 2.0]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",2017-12-20 13:00,32.0,6,3.0,60.0,3.0,2.0,439.4377420686678,"[175.0, 292.25, 151.75, 167.40359922257957, 114.6275, 292.25, 90.75]","[(175.0, 65.0), (292.25, 5.0), (151.75, 180.0), (167.40359922257957, 160.0), (114.6275, 102.00000000000003), (292.25, 5.0), (90.75, 2.9999999999999716)]",3.0,1,7,"[6.5, 0.5, 18.0, 16.0, 10.200000000000003, 0.5, 0.29999999999999716]","[175.0, 292.25, 151.75, 167.40359922257957, 114.6275, 292.25, 90.75]"
84016,"[15.0, 5.0, 14.0, 7.799999999999997, 0.20000000000000284, 10.0, 8.0, 1.0, 4.0, 25.0, 1.5, 0.5, 14.400000000000006, 0.3999999999999915, 0.20000000000000284]","[152.25, 293.1875, 152.25, 133.0, 292.25, 154.0, 232.12522605741117, 164.8118667919715, 202.0738495144293, 167.40359922257957, 155.51, 164.80269941693467, 141.8825, 292.25, 90.75]",2,14.0,"[7.799999999999997, 0.20000000000000284, 10.0, 8.0, 1.0, 4.0, 25.0, 1.5, 0.5, 14.400000000000006, 0.3999999999999915, 0.20000000000000284]","[15.0, 20.0, 34.0, 41.8, 42.0, 52.0, 60.0, 61.0, 65.0, 90.0, 91.5, 92.0, 106.4, 106.8, 107.0]","[0.0, 15.0, 20.0, 34.0, 41.8, 42.0, 52.0, 60.0, 61.0, 65.0, 90.0, 91.5, 92.0, 106.4, 106.8]","[1.0, 4.0, 1.0, 1.0, 2.0, 1.5, 3.5, 1.5, 3.0, 2.0, 1.0, 2.0, 1.0, 3.0, 1.0]","[9, 7, 9, 9, 7, 9, 3, 3, 3, 3, 3, 3, 3, 7, 1]","[5, 4, 5, 9, 7, 9, 3, 4, 3, 3, 3, 0, 2, 7, 0]","[2.0, 1.5, 2.0, 1.0, 0.5, 0.75, 0.25, 0.5, 0.25, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]","[3.0, 2.5, 3.0, 2.0, 0.75, 1.0, 0.5, 0.75, 0.5, 0.5, 0.5, 2.0, 1.0, 0.5, 1.5]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2017-12-21 10:00,30.0,6,3.0,34.0,3.0,2.0,439.4377420686678,"[133.0, 292.25, 154.0, 232.12522605741117, 164.8118667919715, 202.0738495144293, 167.40359922257957, 155.51, 164.80269941693467, 141.8825, 292.25, 90.75]","[(133.0, 77.99999999999997), (292.25, 2.0000000000000284), (154.0, 100.0), (232.12522605741117, 80.0), (164.8118667919715, 10.0), (202.0738495144293, 40.0), (167.40359922257957, 250.0), (155.51, 15.0), (164.80269941693467, 5.0), (141.8825, 144.00000000000006), (292.25, 3.9999999999999147), (90.75, 2.0000000000000284)]",3.0,1,12,"[7.799999999999997, 0.20000000000000284, 10.0, 8.0, 1.0, 4.0, 25.0, 1.5, 0.5, 14.400000000000006, 0.3999999999999915, 0.20000000000000284]","[133.0, 292.25, 154.0, 232.12522605741117, 164.8118667919715, 202.0738495144293, 167.40359922257957, 155.51, 164.80269941693467, 141.8825, 292.25, 90.75]"
84035,"[15.0, 6.0, 7.0, 13.0, 1.0, 16.0, 1.0, 3.0]","[197.0, 158.0, 232.12522605741117, 157.3775, 202.0738495144293, 141.8825, 179.67748685625125, 115.25]",1,6.0,"[7.0, 13.0, 1.0, 16.0, 1.0, 3.0]","[15.0, 21.0, 28.0, 41.0, 42.0, 58.0, 59.0, 62.0]","[0.0, 15.0, 21.0, 28.0, 41.0, 42.0, 58.0, 59.0]","[1.0, 1.0, 3.5, 1.0, 3.0, 1.0, 2.5, 1.0]","[5, 4, 3, 4, 3, 3, 3, 2]","[4, 4, 3, 3, 3, 2, 0, 4]","[3.0, 0.75, 0.25, 0.25, 0.25, 0.25, 0.25, 0.5]","[5.0, 1.5, 0.5, 0.5, 0.25, 0.5, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2017-12-25 11:00,36.0,2,1.0,21.0,1.0,2.0,80.0,"[232.12522605741117, 157.3775, 202.0738495144293, 141.8825, 179.67748685625125, 115.25]","[(232.12522605741117, 70.0), (157.3775, 130.0), (202.0738495144293, 10.0), (141.8825, 160.0), (179.67748685625125, 10.0), (115.25, 30.0)]",1.0,1,6,"[7.0, 13.0, 1.0, 16.0, 1.0, 3.0]","[232.12522605741117, 157.3775, 202.0738495144293, 141.8825, 179.67748685625125, 115.25]"
84036,"[13.0, 16.0, 12.0, 1.0, 17.0, 13.0, 5.0, 1.0, 8.0, 9.0]","[278.6875, 171.125, 174.25, 272.9777961056527, 232.12522605741117, 181.06998247500167, 167.40359922257957, 227.21891954305838, 129.10395559732385, 114.6275]",2,12.0,"[1.0, 17.0, 13.0, 5.0, 1.0, 8.0, 9.0]","[13.0, 29.0, 41.0, 42.0, 59.0, 72.0, 77.0, 78.0, 86.0, 95.0]","[0.0, 13.0, 29.0, 41.0, 42.0, 59.0, 72.0, 77.0, 78.0, 86.0]","[3.5, 1.5, 1.5, 4.0, 3.5, 2.5, 2.0, 3.5, 1.5, 1.0]","[7, 9, 4, 3, 3, 3, 3, 3, 2, 2]","[9, 5, 9, 3, 3, 3, 3, 0, 3, 3]","[1.0, 1.5, 1.0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]","[2.5, 3.0, 2.0, 0.5, 0.5, 0.25, 0.25, 1.0, 0.5, 0.75]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2017-12-25 13:00,34.0,5,2.0,41.0,3.0,2.0,197.7469839309005,"[272.9777961056527, 232.12522605741117, 181.06998247500167, 167.40359922257957, 227.21891954305838, 129.10395559732385, 114.6275]","[(272.9777961056527, 10.0), (232.12522605741117, 170.0), (181.06998247500167, 130.0), (167.40359922257957, 50.0), (227.21891954305838, 10.0), (129.10395559732385, 80.0), (114.6275, 90.0)]",3.0,1,7,"[1.0, 17.0, 13.0, 5.0, 1.0, 8.0, 9.0]","[272.9777961056527, 232.12522605741117, 181.06998247500167, 167.40359922257957, 227.21891954305838, 129.10395559732385, 114.6275]"
84181,"[12.0, 6.0, 20.0, 2.0, 6.0, 7.0, 23.0, 3.0, 19.0, 2.0, 15.5, 0.5]","[196.0, 294.4375, 151.75, 238.0, 133.0, 259.0, 214.05538713582197, 232.12522605741117, 159.41582238929536, 232.12522605741117, 143.75, 140.0]",2,20.0,"[2.0, 6.0, 7.0, 23.0, 3.0, 19.0, 2.0, 15.5, 0.5]","[12.0, 18.0, 38.0, 40.0, 46.0, 53.0, 76.0, 79.0, 98.0, 100.0, 115.5, 116.0]","[0.0, 12.0, 18.0, 38.0, 40.0, 46.0, 53.0, 76.0, 79.0, 98.0, 100.0, 115.5]","[2.5, 5.0, 1.0, 3.5, 1.0, 4.0, 3.0, 3.5, 1.5, 3.5, 1.0, 1.0]","[9, 7, 4, 9, 9, 9, 3, 3, 3, 3, 4, 6]","[9, 9, 9, 9, 9, 9, 4, 3, 3, 3, 2, 6]","[2.0, 1.5, 1.5, 1.0, 1.0, 0.5, 0.25, 0.25, 0.25, 0.25, 0.5, 1.0]","[3.0, 3.0, 3.0, 2.0, 2.0, 1.0, 0.5, 0.25, 0.25, 0.25, 0.5, 2.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2018-01-13 09:00,33.0,4,1.0,38.0,2.0,2.0,131.83132262060033,"[238.0, 133.0, 259.0, 214.05538713582197, 232.12522605741117, 159.41582238929536, 232.12522605741117, 143.75, 140.0]","[(238.0, 20.0), (133.0, 60.0), (259.0, 70.0), (214.05538713582197, 230.0), (232.12522605741117, 30.0), (159.41582238929536, 190.0), (232.12522605741117, 20.0), (143.75, 155.0), (140.0, 5.0)]",2.0,1,9,"[2.0, 6.0, 7.0, 23.0, 3.0, 19.0, 2.0, 15.5, 0.5]","[238.0, 133.0, 259.0, 214.05538713582197, 232.12522605741117, 159.41582238929536, 232.12522605741117, 143.75, 140.0]"
84279,"[10.0, 35.0, 40.0, 14.0, 19.0, 2.0, 0.5, 6.5, 9.0, 7.0, 2.0, 10.0, 3.0]","[296.0, 250.0, 250.0, 296.0, 214.05538713582197, 292.25, 181.0, 167.40359922257957, 144.6008998056449, 119.0, 101.0, 86.0, 86.0]",10,2.0,"[10.0, 3.0]","[10.0, 45.0, 85.0, 99.0, 118.0, 120.0, 120.5, 127.0, 136.0, 143.0, 145.0, 155.0, 158.0]","[0.0, 10.0, 45.0, 85.0, 99.0, 118.0, 120.0, 120.5, 127.0, 136.0, 143.0, 145.0, 155.0]","[4.0, 3.0, 3.0, 4.0, 3.0, 3.5, 1.5, 2.0, 2.0, 1.5, 1.0, 1.0, 1.0]","[4, 4, 4, 4, 3, 7, 4, 3, 2, 2, 2, 1, 1]","[4, 4, 4, 4, 4, 7, 4, 3, 3, 2, 2, 2, 2]","[1.5, 1.0, 1.0, 0.5, 0.2, 1.0, 1.0, 0.2, 0.2, 1.0, 1.0, 2.0, 1.0]","[2.0, 1.5, 1.0, 0.5, 0.5, 1.5, 1.5, 0.2, 0.5, 2.0, 2.0, 4.0, 3.0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2018-01-22 10:00,35.0,3,2.0,145.0,2.0,3.0,100.9123351677189,"[86.0, 86.0]","[(86.0, 100.0), (86.0, 30.0)]",2.0,1,2,"[10.0, 3.0]","[86.0, 86.0]"
84620,"[15.0, 17.0, 25.0, 7.0, 8.0, 9.0, 1.0, 13.0, 10.0]","[217.0, 262.4944490264132, 236.5313065143528, 268.03130651435276, 268.03130651435276, 176.55269941693467, 277.21880651435276, 174.55248685625125, 149.3118667919715]",6,1.0,"[13.0, 10.0]","[50.0, 67.0, 92.0, 99.0, 107.0, 116.0, 117.0, 130.0, 140.0]","[35.0, 50.0, 67.0, 92.0, 99.0, 107.0, 116.0, 117.0, 130.0]","[3.0, 4.0, 3.5, 3.5, 3.5, 2.0, 3.5, 2.5, 1.5]","[9, 9, 9, 7, 7, 3, 7, 3, 3]","[9, 3, 3, 3, 3, 4, 3, 2, 2]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.25, 0.5, 0.25, 0.25]","[0.75, 0.5, 0.5, 1.5, 1.5, 0.5, 0.5, 0.5, 0.75]","[0, 0, 0, 0, 0, 0, 1, 0, 0]",2018-03-03 09:00,37.0,1,1.0,117.0,1.0,2.0,0.0,"[174.55248685625125, 149.3118667919715]","[(174.55248685625125, 130.0), (149.3118667919715, 100.0)]",1.0,1,2,"[13.0, 10.0]","[174.55248685625125, 149.3118667919715]"
84844,"[25.0, 4.5, 1.5, 9.0, 9.0, 4.0, 11.0, 1.0, 4.0, 3.0]","[190.0, 152.25, 270.1875, 151.75, 181.0, 158.0, 155.51, 115.25, 292.25, 105.75]",2,1.5,"[9.0, 9.0, 4.0, 11.0, 1.0, 4.0, 3.0]","[25.0, 29.5, 31.0, 40.0, 49.0, 53.0, 64.0, 65.0, 69.0, 72.0]","[0.0, 25.0, 29.5, 31.0, 40.0, 49.0, 53.0, 64.0, 65.0, 69.0]","[2.0, 1.0, 2.0, 1.0, 1.5, 1.0, 1.0, 1.0, 3.0, 1.0]","[9, 9, 7, 4, 4, 4, 3, 2, 7, 2]","[5, 5, 4, 9, 4, 4, 3, 4, 7, 0]","[1.0, 1.0, 0.5, 1.0, 1.0, 0.5, 0.25, 0.5, 0.5, 0.5]","[2.0, 2.0, 1.0, 2.0, 1.0, 0.5, 0.5, 1.0, 1.0, 1.0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",2018-04-05 14:00,29.0,3,2.0,31.0,2.0,2.0,100.9123351677189,"[151.75, 181.0, 158.0, 155.51, 115.25, 292.25, 105.75]","[(151.75, 90.0), (181.0, 90.0), (158.0, 40.0), (155.51, 110.0), (115.25, 10.0), (292.25, 40.0), (105.75, 30.0)]",2.0,1,7,"[9.0, 9.0, 4.0, 11.0, 1.0, 4.0, 3.0]","[151.75, 181.0, 158.0, 155.51, 115.25, 292.25, 105.75]"
84983,"[25.0, 8.0, 2.0, 11.0, 6.0, 3.0, 10.0, 1.0, 5.0, 1.0, 2.0, 5.0, 1.0, 0.5, 0.5]","[181.0, 214.05538713582197, 227.0, 273.0, 204.0, 227.0, 181.0, 275.9375, 181.0, 143.75, 250.0, 156.1325, 86.0, 292.25, 86.0]",9,1.0,"[2.0, 5.0, 1.0, 0.5, 0.5]","[25.0, 33.0, 35.0, 46.0, 52.0, 55.0, 65.0, 66.0, 71.0, 72.0, 74.0, 79.0, 80.0, 80.5, 81.0]","[0.0, 25.0, 33.0, 35.0, 46.0, 52.0, 55.0, 65.0, 66.0, 71.0, 72.0, 74.0, 79.0, 80.0, 80.5]","[1.5, 3.0, 2.5, 3.5, 2.0, 2.5, 1.5, 2.5, 1.5, 1.0, 3.0, 1.0, 1.0, 2.0, 1.0]","[4, 3, 4, 4, 4, 4, 4, 7, 4, 4, 4, 3, 1, 7, 1]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 2, 7, 2]","[0.5, 0.25, 0.5, 0.5, 0.5, 0.75, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 0.5]","[1.0, 0.5, 1.0, 0.75, 1.0, 1.0, 1.0, 1.5, 0.75, 1.0, 0.75, 0.5, 1.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",2018-11-28 09:00,32.0,4,2.0,72.0,3.0,1.0,131.83132262060033,"[250.0, 156.1325, 86.0, 292.25, 86.0]","[(250.0, 20.0), (156.1325, 50.0), (86.0, 10.0), (292.25, 5.0), (86.0, 5.0)]",3.0,1,5,"[2.0, 5.0, 1.0, 0.5, 0.5]","[250.0, 156.1325, 86.0, 292.25, 86.0]"
84984,"[29.0, 6.0, 21.0, 7.600000000000001, 0.3999999999999986, 0.7999999999999972, 0.20000000000000284, 10.0, 10.0, 5.0]","[227.0, 158.0, 227.0, 181.0, 275.9375, 158.0, 292.25, 96.0, 96.0, 101.0]",3,7.600000000000001,"[0.3999999999999986, 0.7999999999999972, 0.20000000000000284, 10.0, 10.0, 5.0]","[29.0, 35.0, 56.0, 63.6, 64.0, 64.8, 65.0, 75.0, 85.0, 90.0]","[0.0, 29.0, 35.0, 56.0, 63.6, 64.0, 64.8, 65.0, 75.0, 85.0]","[2.5, 1.0, 2.5, 1.5, 2.5, 1.0, 3.0, 1.0, 1.0, 1.0]","[4, 4, 4, 4, 7, 4, 7, 2, 2, 2]","[4, 4, 4, 4, 4, 4, 7, 1, 1, 2]","[0.75, 0.75, 0.75, 0.5, 0.75, 0.5, 0.25, 1.0, 1.0, 0.75]","[1.5, 1.25, 1.0, 0.75, 1.0, 0.75, 0.5, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",2018-11-28 09:00,31.0,3,3.0,63.6,2.0,1.0,100.9123351677189,"[275.9375, 158.0, 292.25, 96.0, 96.0, 101.0]","[(275.9375, 3.999999999999986), (158.0, 7.999999999999972), (292.25, 2.0000000000000284), (96.0, 100.0), (96.0, 100.0), (101.0, 50.0)]",2.0,1,6,"[0.3999999999999986, 0.7999999999999972, 0.20000000000000284, 10.0, 10.0, 5.0]","[275.9375, 158.0, 292.25, 96.0, 96.0, 101.0]"
85002,"[15.0, 7.0, 10.0, 6.0, 5.0, 5.0, 7.0, 1.0, 6.0, 6.0, 2.0]","[181.0, 204.0, 181.0, 293.1875, 158.0, 298.9375, 158.0, 181.06998247500167, 156.1325, 115.25, 81.0]",5,5.0,"[7.0, 1.0, 6.0, 6.0, 2.0]","[15.0, 22.0, 32.0, 38.0, 43.0, 48.0, 55.0, 56.0, 62.0, 68.0, 70.0]","[0.0, 15.0, 22.0, 32.0, 38.0, 43.0, 48.0, 55.0, 56.0, 62.0, 68.0]","[1.5, 2.0, 1.5, 4.0, 1.0, 4.5, 1.0, 2.5, 1.0, 1.0, 1.0]","[4, 4, 4, 7, 4, 7, 4, 3, 3, 2, 1]","[4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 1]","[0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 0.5, 0.25, 0.25, 0.5, 1.0]","[1.0, 1.0, 1.5, 2.0, 2.0, 2.0, 0.75, 0.5, 0.5, 1.5, 2.0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",2018-12-01 10:00,31.0,3,3.0,48.0,2.0,1.0,100.9123351677189,"[158.0, 181.06998247500167, 156.1325, 115.25, 81.0]","[(158.0, 70.0), (181.06998247500167, 10.0), (156.1325, 60.0), (115.25, 60.0), (81.0, 20.0)]",2.0,1,5,"[7.0, 1.0, 6.0, 6.0, 2.0]","[158.0, 181.06998247500167, 156.1325, 115.25, 81.0]"
85003,"[33.0, 2.0, 12.0, 1.0, 1.5, 0.5, 11.5, 0.5]","[158.0, 298.9375, 158.0, 197.0, 281.6875, 144.5, 115.25, 95.75]",0,33.0,"[2.0, 12.0, 1.0, 1.5, 0.5, 11.5, 0.5]","[33.0, 35.0, 47.0, 48.0, 49.5, 50.0, 61.5, 62.0]","[0.0, 33.0, 35.0, 47.0, 48.0, 49.5, 50.0, 61.5]","[1.0, 4.5, 1.0, 1.0, 3.0, 1.0, 1.0, 1.0]","[4, 7, 4, 5, 7, 6, 2, 1]","[4, 4, 4, 4, 4, 4, 4, 6]","[1.0, 1.5, 1.0, 1.5, 1.0, 1.0, 0.5, 1.0]","[2.0, 2.0, 1.5, 3.0, 1.5, 2.5, 1.25, 3.0]","[0, 1, 0, 0, 1, 0, 0, 0]",2018-12-01 12:00,34.0,5,2.0,33.0,3.0,1.0,197.7469839309005,"[298.9375, 158.0, 197.0, 281.6875, 144.5, 115.25, 95.75]","[(298.9375, 20.0), (158.0, 120.0), (197.0, 10.0), (281.6875, 15.0), (144.5, 5.0), (115.25, 115.0), (95.75, 5.0)]",3.0,1,7,"[2.0, 12.0, 1.0, 1.5, 0.5, 11.5, 0.5]","[298.9375, 158.0, 197.0, 281.6875, 144.5, 115.25, 95.75]"
85007,"[15.0, 33.0, 2.0, 3.5, 0.5, 6.0, 25.0, 5.0, 5.0]","[133.0, 196.0, 292.25, 167.40359922257957, 292.25, 119.0, 101.0, 86.0, 101.0]",4,0.5,"[6.0, 25.0, 5.0, 5.0]","[15.0, 48.0, 50.0, 53.5, 54.0, 60.0, 85.0, 90.0, 95.0]","[0.0, 15.0, 48.0, 50.0, 53.5, 54.0, 60.0, 85.0, 90.0]","[1.0, 2.5, 3.5, 2.0, 3.0, 1.5, 1.0, 1.0, 1.0]","[9, 9, 7, 3, 7, 2, 2, 1, 2]","[9, 9, 7, 3, 7, 2, 2, 2, 2]","[1.5, 0.75, 1.0, 0.25, 0.5, 0.5, 1.0, 1.0, 1.0]","[2.0, 1.25, 1.5, 0.5, 0.5, 1.0, 1.0, 1.5, 1.0]","[0, 0, 1, 0, 1, 0, 0, 0, 0]",2018-12-04 11:00,31.0,4,2.0,54.0,3.0,3.0,131.83132262060033,"[119.0, 101.0, 86.0, 101.0]","[(119.0, 60.0), (101.0, 250.0), (86.0, 50.0), (101.0, 50.0)]",3.0,1,4,"[6.0, 25.0, 5.0, 5.0]","[119.0, 101.0, 86.0, 101.0]"
85011,"[32.0, 2.0, 4.0, 1.0, 10.0, 28.0, 7.0]","[197.0, 293.1875, 227.0, 158.0, 104.0, 86.0, 81.0]",2,4.0,"[1.0, 10.0, 28.0, 7.0]","[32.0, 34.0, 38.0, 39.0, 49.0, 77.0, 84.0]","[0.0, 32.0, 34.0, 38.0, 39.0, 49.0, 77.0]","[1.0, 4.0, 2.5, 1.0, 1.5, 1.0, 1.0]","[5, 7, 4, 4, 1, 1, 1]","[4, 4, 4, 4, 2, 2, 1]","[2.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0]","[3.0, 2.0, 2.0, 1.5, 1.5, 1.5, 2.0]","[0, 1, 0, 0, 0, 0, 0]",2018-12-04 11:00,32.0,3,2.0,38.0,2.0,3.0,100.9123351677189,"[158.0, 104.0, 86.0, 81.0]","[(158.0, 10.0), (104.0, 100.0), (86.0, 280.0), (81.0, 70.0)]",2.0,1,4,"[1.0, 10.0, 28.0, 7.0]","[158.0, 104.0, 86.0, 81.0]"
85012,"[5.0, 54.5, 0.5, 9.5, 0.5, 6.799999999999997, 0.20000000000000284, 33.0, 12.0, 8.0, 5.0]","[176.55269941693467, 164.8118667919715, 292.25, 158.0, 292.25, 164.8118667919715, 292.25, 155.51, 159.80269941693467, 96.0, 123.875]",3,9.5,"[0.5, 6.799999999999997, 0.20000000000000284, 33.0, 12.0, 8.0, 5.0]","[5.0, 59.5, 60.0, 69.5, 70.0, 76.8, 77.0, 110.0, 122.0, 130.0, 135.0]","[0.0, 5.0, 59.5, 60.0, 69.5, 70.0, 76.8, 77.0, 110.0, 122.0, 130.0]","[2.0, 1.5, 3.0, 1.0, 2.5, 1.5, 2.5, 1.0, 2.0, 1.0, 1.5]","[3, 3, 7, 4, 7, 3, 7, 3, 3, 2, 2]","[4, 4, 7, 4, 7, 4, 7, 3, 2, 1, 0]","[0.5, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0]","[0.5, 0.75, 0.5, 1.0, 0.5, 0.75, 0.5, 0.5, 0.75, 2.0, 2.0]","[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",2018-12-04 12:00,29.0,2,1.0,69.5,1.0,3.0,80.0,"[292.25, 164.8118667919715, 292.25, 155.51, 159.80269941693467, 96.0, 123.875]","[(292.25, 5.0), (164.8118667919715, 67.99999999999997), (292.25, 2.0000000000000284), (155.51, 330.0), (159.80269941693467, 120.0), (96.0, 80.0), (123.875, 50.0)]",1.0,1,7,"[0.5, 6.799999999999997, 0.20000000000000284, 33.0, 12.0, 8.0, 5.0]","[292.25, 164.8118667919715, 292.25, 155.51, 159.80269941693467, 96.0, 123.875]"
85014,"[22.0, 30.0, 6.0, 2.0, 8.0, 22.0, 35.0, 5.0, 10.0]","[250.0, 204.0, 158.0, 292.25, 204.0, 119.0, 101.0, 81.0, 86.0]",4,8.0,"[22.0, 35.0, 5.0, 10.0]","[22.0, 52.0, 58.0, 60.0, 68.0, 90.0, 125.0, 130.0, 140.0]","[0.0, 22.0, 52.0, 58.0, 60.0, 68.0, 90.0, 125.0, 130.0]","[3.0, 2.0, 1.0, 3.0, 2.0, 1.5, 1.0, 1.0, 1.0]","[4, 4, 4, 7, 4, 2, 2, 1, 1]","[4, 4, 4, 7, 4, 2, 2, 1, 2]","[1.0, 1.0, 1.0, 1.0, 0.7, 0.7, 0.75, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 0.7, 0.7, 1.0, 1.5, 1.0]","[0, 0, 0, 1, 0, 0, 0, 0, 0]",2018-12-04 12:00,32.0,4,2.0,68.0,3.0,3.0,131.83132262060033,"[119.0, 101.0, 81.0, 86.0]","[(119.0, 220.0), (101.0, 350.0), (81.0, 50.0), (86.0, 100.0)]",3.0,1,4,"[22.0, 35.0, 5.0, 10.0]","[119.0, 101.0, 81.0, 86.0]"
85015,"[32.0, 17.0, 7.0, 2.0, 12.0, 40.0, 13.0, 9.0]","[250.0, 227.0, 181.0, 292.25, 250.0, 144.6008998056449, 86.0, 81.0]",3,2.0,"[12.0, 40.0, 13.0, 9.0]","[32.0, 49.0, 56.0, 58.0, 70.0, 110.0, 123.0, 132.0]","[0.0, 32.0, 49.0, 56.0, 58.0, 70.0, 110.0, 123.0]","[3.0, 2.5, 1.5, 3.5, 3.0, 2.0, 1.0, 1.0]","[4, 4, 4, 7, 4, 2, 1, 1]","[4, 4, 4, 7, 4, 3, 2, 1]","[1.0, 1.0, 2.0, 1.5, 1.0, 0.5, 1.0, 1.5]","[1.5, 1.0, 2.0, 2.0, 1.0, 1.0, 1.5, 2.0]","[0, 0, 0, 1, 0, 0, 0, 0]",2018-12-04 11:00,32.0,4,3.0,58.0,3.0,3.0,131.83132262060033,"[250.0, 144.6008998056449, 86.0, 81.0]","[(250.0, 120.0), (144.6008998056449, 400.0), (86.0, 130.0), (81.0, 90.0)]",3.0,1,4,"[12.0, 40.0, 13.0, 9.0]","[250.0, 144.6008998056449, 86.0, 81.0]"
